country, year, suicide_no, population, suicide/100K pop, suicide_rate_trend
Kazakhstan, 1995, 4132.0, 1.52231E7, 421.11, Increase, 50.31
Kazakhstan, 1996, 4723.0, 1.47991E7, 457.89, Increase, 36.78
Kazakhstan, 1997, 4808.0, 1.4471E7, 455.45, Decrease, -2.44
Kazakhstan, 1998, 4558.0, 1.41469E7, 430.09, Decrease, -25.36
Kazakhstan, 1999, 4294.0, 1.37925E7, 439.02, Increase, 8.93
Kazakhstan, 2000, 4056.0, 1.3738847E7, 411.83, Decrease, -27.19
Kazakhstan, 2001, 4474.0, 1.3686915E7, 429.71, Increase, 17.88
Kazakhstan, 2002, 4342.0, 1.3695594E7, 418.34, Decrease, -11.37
Kazakhstan, 2003, 4264.0, 1.3730982E7, 406.46, Decrease, -11.88
Kazakhstan, 2004, 4412.0, 1.3769226E7, 416.86, Increase, 10.40
Kazakhstan, 2005, 4301.0, 1.3836106E7, 407.14, Decrease, -9.72
Kazakhstan, 2006, 3943.0, 1.3917369E7, 359.77, Decrease, -47.37
Kazakhstan, 2007, 4116.0, 1.3998292E7, 377.64, Increase, 17.87
Kazakhstan, 2008, 4152.0, 1.4081283E7, 375.95, Decrease, -1.69
Kazakhstan, 2009, 3907.0, 1.4195621E7, 361.05, Decrease, -14.90
Kazakhstan, 2010, 3742.0, 1.4515239E7, 322.67, Decrease, -38.38
Kazakhstan, 2011, 3537.0, 1.4668368E7, 316.74, Decrease, -5.93
Kazakhstan, 2012, 3275.0, 1.4831103E7, 286.15, Decrease, -30.59
Kazakhstan, 2013, 3343.0, 1.5013423E7, 279.83, Decrease, -6.32
Kazakhstan, 2014, 3356.0, 1.5226251E7, 286.76, Increase, 6.93
Kazakhstan, 2015, 3057.0, 1.5449737E7, 253.71, Decrease, -33.05
Kiribati, 1991, 2396.0, 1.0250765E7, 289.91, N/A, N/A
Kiribati, 1992, 6.0, 62150.0, 123.21, Decrease, -166.70
Kiribati, 1993, 8.0, 63168.0, 133.39, Increase, 10.18
Kiribati, 1994, 11.0, 64271.0, 194.03, Increase, 60.64
Kiribati, 1995, 6.0, 65446.0, 94.07, Decrease, -99.96
Kiribati, 1996, 5.0, 66628.0, 90.22, Decrease, -3.85
Kiribati, 1997, 4.0, 67913.0, 57.48, Decrease, -32.74
Kiribati, 1998, 6.0, 69166.0, 84.19, Increase, 26.71
Kiribati, 1999, 1.0, 70444.0, 13.60, Decrease, -70.59
Kiribati, 2000, 0.0, 71823.0, 0.00, Decrease, -13.60
Kiribati, 2001, 0.0, 73330.0, 0.00, Remain, 0.00
Kuwait, 1985, 2.0, 717815.0, 1.33, N/A, N/A
Kuwait, 1986, 19.0, 1498600.0, 12.41, Increase, 11.08
Kuwait, 1987, 14.0, 1567400.0, 7.44, Decrease, -4.97
Kuwait, 1993, 15.0, 1380800.0, 11.07, Increase, 3.63
Kuwait, 1994, 19.0, 1306900.0, 13.63, Increase, 2.56
Kuwait, 1995, 34.0, 1470500.0, 21.37, Increase, 7.74
Kuwait, 1996, 24.0, 1532200.0, 11.54, Decrease, -9.83
Kuwait, 1997, 33.0, 1587800.0, 20.50, Increase, 8.96
Kuwait, 1998, 30.0, 1632083.0, 17.44, Decrease, -3.06
Kuwait, 1999, 35.0, 1849483.0, 15.90, Decrease, -1.54
Kuwait, 2000, 47.0, 1923056.0, 17.48, Increase, 1.58
Kuwait, 2001, 31.0, 1994837.0, 13.21, Decrease, -4.27
Kuwait, 2002, 35.0, 2068876.0, 11.86, Decrease, -1.35
Kuwait, 2003, 42.0, 2168508.0, 12.82, Increase, 0.96
Kuwait, 2004, 48.0, 1953526.0, 18.50, Increase, 5.68
Kuwait, 2005, 42.0, 2000510.0, 15.83, Decrease, -2.67
Kuwait, 2006, 51.0, 2100058.0, 17.43, Increase, 1.60
Kuwait, 2007, 47.0, 2298331.0, 16.12, Decrease, -1.31
Kuwait, 2008, 52.0, 3133296.0, 13.27, Decrease, -2.85
Kuwait, 2009, 47.0, 3327323.0, 12.09, Decrease, -1.18
Kuwait, 2010, 57.0, 3181565.0, 13.16, Increase, 1.07
Kuwait, 2011, 47.0, 3297970.0, 13.32, Increase, 0.16
Kuwait, 2012, 45.0, 3363235.0, 12.71, Decrease, -0.61
Kuwait, 2013, 46.0, 3517071.0, 11.80, Decrease, -0.91
Kuwait, 2014, 48.0, 3598719.0, 12.62, Increase, 0.82
Kyrgyzstan, 1990, 161.0, 4479544.0, 36.45, N/A, N/A
Kyrgyzstan, 1991, 546.0, 3774200.0, 246.45, Increase, 210.00
Kyrgyzstan, 1992, 549.0, 3827900.0, 247.87, Increase, 1.42
Kyrgyzstan, 1993, 484.0, 3856500.0, 219.59, Decrease, -28.28
Kyrgyzstan, 1994, 566.0, 3862900.0, 259.26, Increase, 39.67
Kyrgyzstan, 1995, 609.0, 3887500.0, 261.22, Increase, 1.96
Kyrgyzstan, 1996, 569.0, 3944700.0, 230.63, Decrease, -30.59
Kyrgyzstan, 1997, 504.0, 4016100.0, 211.23, Decrease, -19.40
Kyrgyzstan, 1998, 506.0, 4092500.0, 192.15, Decrease, -19.08
Kyrgyzstan, 1999, 501.0, 4194900.0, 182.29, Decrease, -9.86
Kyrgyzstan, 2000, 551.0, 4325696.0, 189.70, Increase, 7.41
Kyrgyzstan, 2001, 552.0, 4385776.0, 190.35, Increase, 0.65
Kyrgyzstan, 2002, 541.0, 4435326.0, 189.06, Decrease, -1.29
Kyrgyzstan, 2003, 537.0, 4480600.0, 166.91, Decrease, -22.15
Kyrgyzstan, 2004, 469.0, 4527275.0, 135.54, Decrease, -31.37
Kyrgyzstan, 2005, 468.0, 4570872.0, 146.54, Increase, 11.00
Kyrgyzstan, 2006, 469.0, 4605384.0, 135.10, Decrease, -11.44
Kyrgyzstan, 2007, 493.0, 4634654.0, 151.37, Increase, 16.27
Kyrgyzstan, 2008, 447.0, 4657678.0, 119.32, Decrease, -32.05
Kyrgyzstan, 2009, 476.0, 4776572.0, 135.23, Increase, 15.91
Kyrgyzstan, 2010, 467.0, 4787583.0, 114.88, Decrease, -20.35
Kyrgyzstan, 2011, 506.0, 4820394.0, 144.54, Increase, 29.66
Kyrgyzstan, 2012, 458.0, 4864334.0, 124.98, Decrease, -19.56
Kyrgyzstan, 2013, 536.0, 4930905.0, 143.20, Increase, 18.22
Kyrgyzstan, 2014, 417.0, 5013563.0, 104.82, Decrease, -38.38
Kyrgyzstan, 2015, 472.0, 5111955.0, 113.95, Increase, 9.13
Latvia, 1995, 371.0, 3698020.0, 121.67, N/A, N/A
Latvia, 1996, 1021.0, 2367700.0, 544.40, Increase, 422.73
Latvia, 1997, 925.0, 2356300.0, 494.13, Decrease, -50.27
Latvia, 1998, 885.0, 2347300.0, 491.70, Decrease, -2.43
Latvia, 1999, 815.0, 2335200.0, 427.43, Decrease, -64.27
Latvia, 2000, 776.0, 2312791.0, 427.93, Increase, 0.50
Latvia, 2001, 756.0, 2254054.0, 444.96, Increase, 17.03
Latvia, 2002, 719.0, 2225048.0, 389.79, Decrease, -55.17
Latvia, 2003, 663.0, 2198371.0, 363.72, Decrease, -26.07
Latvia, 2004, 596.0, 2173394.0, 356.66, Decrease, -7.06
Latvia, 2005, 570.0, 2146705.0, 333.36, Decrease, -23.30
Latvia, 2006, 558.0, 2121273.0, 307.29, Decrease, -26.07
Latvia, 2007, 478.0, 2098658.0, 285.51, Decrease, -21.78
Latvia, 2008, 460.0, 2074798.0, 300.36, Increase, 14.85
Latvia, 2009, 520.0, 2043427.0, 320.09, Increase, 19.73
Latvia, 2010, 513.0, 2005123.0, 307.75, Decrease, -12.34
Latvia, 2011, 443.0, 1967495.0, 264.87, Decrease, -42.88
Latvia, 2012, 438.0, 1938385.0, 289.58, Increase, 24.71
Latvia, 2013, 423.0, 1918311.0, 252.28, Decrease, -37.30
Latvia, 2014, 400.0, 1900133.0, 258.47, Increase, 6.19
Latvia, 2015, 373.0, 1881491.0, 242.34, Decrease, -16.13
Lithuania, 1995, 519.0, 2541223.0, 285.57, N/A, N/A
Lithuania, 1996, 1707.0, 3376026.0, 645.70, Increase, 360.13
Lithuania, 1997, 1717.0, 3365306.0, 594.85, Decrease, -50.85
Lithuania, 1998, 1601.0, 3354067.0, 553.80, Decrease, -41.05
Lithuania, 1999, 1578.0, 3338960.0, 576.07, Increase, 22.27
Lithuania, 2000, 1550.0, 3319571.0, 561.42, Decrease, -14.65
Lithuania, 2001, 1615.0, 3297338.0, 565.29, Increase, 3.87
Lithuania, 2002, 1563.0, 3274769.0, 580.45, Increase, 15.16
Lithuania, 2003, 1512.0, 3254590.0, 540.23, Decrease, -40.22
Lithuania, 2004, 1459.0, 3231037.0, 532.79, Decrease, -7.44
Lithuania, 2005, 1353.0, 3192481.0, 493.35, Decrease, -39.44
Lithuania, 2006, 1318.0, 3143908.0, 486.54, Decrease, -6.81
Lithuania, 2007, 1055.0, 3101142.0, 403.71, Decrease, -82.83
Lithuania, 2008, 1039.0, 3063837.0, 412.20, Increase, 8.49
Lithuania, 2009, 1108.0, 3027920.0, 430.56, Increase, 18.36
Lithuania, 2010, 1117.0, 2982334.0, 429.56, Decrease, -1.00
Lithuania, 2011, 995.0, 2914708.0, 386.88, Decrease, -42.68
Lithuania, 2012, 1007.0, 2853289.0, 404.07, Increase, 17.19
Lithuania, 2013, 970.0, 2816551.0, 397.14, Decrease, -6.93
Lithuania, 2014, 1072.0, 2788832.0, 439.67, Increase, 42.53
Lithuania, 2015, 906.0, 2762088.0, 390.85, Decrease, -48.82
Lithuania, 2016, 966.0, 2833303.0, 422.42, Increase, 31.57
Luxembourg, 1985, 685.0, 1882313.0, 330.67, N/A, N/A
Luxembourg, 1986, 55.0, 344400.0, 244.51, Decrease, -86.16
Luxembourg, 1987, 57.0, 346300.0, 203.52, Decrease, -40.99
Luxembourg, 1988, 75.0, 349800.0, 243.47, Increase, 39.95
Luxembourg, 1989, 69.0, 352500.0, 216.89, Decrease, -26.58
Luxembourg, 1990, 69.0, 356200.0, 244.48, Increase, 27.59
Luxembourg, 1991, 65.0, 359800.0, 222.04, Decrease, -22.44
Luxembourg, 1992, 76.0, 364200.0, 278.53, Increase, 56.49
Luxembourg, 1993, 64.0, 368600.0, 248.82, Decrease, -29.71
Luxembourg, 1994, 65.0, 373400.0, 208.81, Decrease, -40.01
Luxembourg, 1995, 72.0, 378500.0, 269.16, Increase, 60.35
Luxembourg, 1996, 58.0, 383500.0, 194.64, Decrease, -74.52
Luxembourg, 1997, 81.0, 388700.0, 258.69, Increase, 64.05
Luxembourg, 1998, 75.0, 393471.0, 287.87, Increase, 29.18
Luxembourg, 1999, 66.0, 399409.0, 206.74, Decrease, -81.13
Luxembourg, 2000, 65.0, 405360.0, 195.54, Decrease, -11.20
Luxembourg, 2001, 69.0, 412845.0, 242.76, Increase, 47.22
Luxembourg, 2002, 69.0, 414245.0, 231.10, Decrease, -11.66
Luxembourg, 2003, 84.0, 418953.0, 261.35, Increase, 30.25
Luxembourg, 2004, 47.0, 425297.0, 158.11, Decrease, -103.24
Luxembourg, 2005, 59.0, 432191.0, 181.29, Increase, 23.18
Luxembourg, 2006, 47.0, 439652.0, 151.55, Decrease, -29.74
Luxembourg, 2007, 72.0, 447161.0, 204.39, Increase, 52.84
Luxembourg, 2008, 68.0, 455181.0, 151.70, Decrease, -52.69
Luxembourg, 2009, 46.0, 463674.0, 120.85, Decrease, -30.85
Luxembourg, 2010, 49.0, 472187.0, 114.72, Decrease, -6.13
Luxembourg, 2011, 55.0, 482179.0, 143.93, Increase, 29.21
Luxembourg, 2012, 56.0, 493938.0, 138.24, Decrease, -5.69
Luxembourg, 2013, 44.0, 505168.0, 119.97, Decrease, -18.27
Luxembourg, 2014, 50.0, 516662.0, 117.43, Decrease, -2.54
Luxembourg, 2015, 63.0, 529457.0, 138.09, Increase, 20.66
Macau, 1994, 61.0, 517658.0, 129.27, N/A, N/A
Maldives, 2000, 20.0, 331986.0, 149.74, N/A, N/A
Maldives, 2001, 2.0, 252677.0, 8.03, Decrease, -141.71
Maldives, 2002, 3.0, 260566.0, 108.15, Increase, 100.12
Maldives, 2003, 1.0, 268566.0, 4.15, Decrease, -104.00
Maldives, 2004, 4.0, 276631.0, 15.52, Increase, 11.37
Maldives, 2005, 2.0, 284720.0, 6.49, Decrease, -9.03
Maldives, 2007, 5.0, 297599.0, 14.36, Increase, 7.87
Maldives, 2008, 0.0, 309461.0, 0.00, Decrease, -14.36
Maldives, 2010, 1.0, 321419.0, 1.99, Increase, 1.99
Maldives, 2011, 2.0, 336139.0, 5.39, Increase, 3.40
Malta, 1985, 1.0, 271992.0, 4.13, N/A, N/A
Malta, 1986, 2.0, 307900.0, 8.24, Increase, 4.11
Malta, 1987, 0.0, 316100.0, 0.00, Decrease, -8.24
Malta, 1988, 7.0, 318100.0, 40.80, Increase, 40.80
Malta, 1989, 14.0, 320900.0, 47.58, Increase, 6.78
Malta, 1990, 15.0, 323900.0, 60.37, Increase, 12.79
Malta, 1991, 11.0, 327300.0, 34.61, Decrease, -25.76
Malta, 1992, 10.0, 330700.0, 30.10, Decrease, -4.51
Malta, 1993, 18.0, 334200.0, 87.43, Increase, 57.33
Malta, 1994, 16.0, 337800.0, 47.22, Decrease, -40.21
Malta, 1995, 15.0, 341400.0, 64.71, Increase, 17.49
Malta, 1996, 18.0, 344300.0, 51.48, Decrease, -13.23
Malta, 1997, 11.0, 347400.0, 51.79, Increase, 0.31
Malta, 1998, 8.0, 350500.0, 44.04, Decrease, -7.75
Malta, 1999, 19.0, 353300.0, 57.97, Increase, 13.93
Malta, 2000, 24.0, 357743.0, 79.82, Increase, 21.85
Malta, 2001, 27.0, 365306.0, 90.53, Increase, 10.71
Malta, 2002, 26.0, 371559.0, 71.94, Decrease, -18.59
Malta, 2003, 22.0, 375108.0, 64.93, Decrease, -7.01
Malta, 2004, 16.0, 378184.0, 60.33, Decrease, -4.60
Malta, 2005, 21.0, 380301.0, 75.53, Increase, 15.20
Malta, 2006, 24.0, 382364.0, 84.77, Increase, 9.24
Malta, 2007, 27.0, 384670.0, 90.31, Increase, 5.54
Malta, 2008, 21.0, 386980.0, 57.16, Decrease, -33.15
Malta, 2009, 27.0, 389769.0, 81.28, Increase, 24.12
Malta, 2010, 27.0, 391509.0, 77.70, Decrease, -3.58
Malta, 2011, 32.0, 392869.0, 85.53, Increase, 7.83
Malta, 2012, 17.0, 395639.0, 37.27, Decrease, -48.26
Malta, 2013, 27.0, 399139.0, 68.27, Increase, 31.00
Malta, 2014, 23.0, 402605.0, 61.26, Decrease, -7.01
Malta, 2015, 37.0, 406611.0, 115.13, Increase, 53.87
Mauritius, 1985, 87.0, 850047.0, 105.22, N/A, N/A
Mauritius, 1986, 59.0, 885200.0, 98.19, Decrease, -7.03
Mauritius, 1987, 95.0, 903000.0, 97.49, Decrease, -0.70
Mauritius, 1988, 145.0, 913800.0, 178.03, Increase, 80.54
Mauritius, 1989, 160.0, 924600.0, 238.68, Increase, 60.65
Mauritius, 1990, 148.0, 928000.0, 216.30, Decrease, -22.38
Mauritius, 1991, 139.0, 932100.0, 154.76, Decrease, -61.54
Mauritius, 1992, 126.0, 936100.0, 185.52, Increase, 30.76
Mauritius, 1993, 155.0, 947300.0, 207.67, Increase, 22.15
Mauritius, 1994, 143.0, 960500.0, 178.50, Decrease, -29.17
Mauritius, 1995, 113.0, 970200.0, 138.74, Decrease, -39.76
Mauritius, 1996, 161.0, 983100.0, 196.57, Increase, 57.83
Mauritius, 1997, 131.0, 998000.0, 143.65, Decrease, -52.92
Mauritius, 1998, 150.0, 1012600.0, 172.78, Increase, 29.13
Mauritius, 1999, 157.0, 1027800.0, 157.46, Decrease, -15.32
Mauritius, 2000, 157.0, 1039437.0, 169.29, Increase, 11.83
Mauritius, 2001, 113.0, 1054621.0, 117.01, Decrease, -52.28
Mauritius, 2002, 126.0, 1068215.0, 135.55, Increase, 18.54
Mauritius, 2003, 109.0, 1079364.0, 109.18, Decrease, -26.37
Mauritius, 2004, 92.0, 1092913.0, 97.76, Decrease, -11.42
Mauritius, 2005, 91.0, 1102326.0, 94.52, Decrease, -3.24
Mauritius, 2006, 115.0, 1115901.0, 115.59, Increase, 21.07
Mauritius, 2007, 132.0, 1125136.0, 177.09, Increase, 61.50
Mauritius, 2008, 100.0, 1137106.0, 113.67, Decrease, -63.42
Mauritius, 2009, 98.0, 1143347.0, 93.14, Decrease, -20.53
Mauritius, 2010, 107.0, 1158761.0, 96.94, Increase, 3.80
Mauritius, 2011, 111.0, 1162623.0, 125.04, Increase, 28.10
Mauritius, 2012, 115.0, 1168462.0, 117.71, Decrease, -7.33
Mauritius, 2013, 108.0, 1148732.0, 110.23, Decrease, -7.48
Mauritius, 2014, 112.0, 1140752.0, 113.53, Increase, 3.30
Mauritius, 2015, 106.0, 1143402.0, 100.89, Decrease, -12.64
Mauritius, 2016, 138.0, 1340954.0, 115.84, Increase, 14.95
Mexico, 1985, 1350.0, 6.1860556E7, 51.77, N/A, N/A
Mexico, 1986, 1663.0, 6.8985104E7, 39.62, Decrease, -12.15
Mexico, 1987, 1724.0, 6.78714E7, 45.85, Increase, 6.23
Mexico, 1988, 1669.0, 6.9401104E7, 40.04, Decrease, -5.81
Mexico, 1989, 1811.0, 7.1113E7, 43.11, Increase, 3.07
Mexico, 1990, 1903.0, 7.2837E7, 48.16, Increase, 5.05
Mexico, 1991, 2104.0, 7.4569904E7, 50.39, Increase, 2.23
Mexico, 1992, 2207.0, 7.5098208E7, 49.40, Decrease, -0.99
Mexico, 1993, 2333.0, 7.6587808E7, 52.58, Increase, 3.18
Mexico, 1994, 2537.0, 7.8123504E7, 53.67, Increase, 1.09
Mexico, 1995, 2865.0, 7.9662304E7, 58.53, Increase, 4.86
Mexico, 1996, 2998.0, 8.301888E7, 59.21, Increase, 0.68
Mexico, 1997, 3383.0, 8.5073472E7, 59.71, Increase, 0.50
Mexico, 1998, 3296.0, 8.6549976E7, 56.00, Decrease, -3.71
Mexico, 1999, 3302.0, 8.7995296E7, 56.00, Remain, 0.00
Mexico, 2000, 3452.0, 8.9419888E7, 55.79, Decrease, -0.21
Mexico, 2001, 3670.0, 9.079128E7, 56.54, Increase, 0.75
Mexico, 2002, 3861.0, 9.213344E7, 63.73, Increase, 7.19
Mexico, 2003, 3996.0, 9.3481328E7, 59.62, Decrease, -4.11
Mexico, 2004, 4047.0, 9.4874656E7, 62.22, Increase, 2.60
Mexico, 2005, 4291.0, 9.6354704E7, 62.49, Increase, 0.27
Mexico, 2006, 4203.0, 9.805812E7, 60.88, Decrease, -1.61
Mexico, 2007, 4287.0, 9.982636E7, 59.14, Decrease, -1.74
Mexico, 2008, 4586.0, 1.0165648E8, 60.09, Increase, 0.95
Mexico, 2009, 4958.0, 1.03503176E8, 62.93, Increase, 2.84
Mexico, 2010, 4881.0, 1.05320504E8, 62.23, Decrease, -0.70
Mexico, 2011, 5508.0, 1.07111864E8, 66.19, Increase, 3.96
Mexico, 2012, 5376.0, 1.08814592E8, 63.30, Decrease, -2.89
Mexico, 2013, 5647.0, 1.10467024E8, 65.00, Increase, 1.70
Mexico, 2014, 6126.0, 1.12100328E8, 67.78, Increase, 2.78
Mexico, 2015, 6276.0, 1.13737792E8, 68.77, Increase, 0.99
Mongolia, 2016, 1263.0, 1.8956664E7, 175.71, N/A, N/A
Montenegro, 2000, 6.0, 597199.0, 30.95, N/A, N/A
Montenegro, 2001, 0.0, 578668.0, 0.00, Decrease, -30.95
Montenegro, 2002, 0.0, 578668.0, 0.00, Remain, 0.00
Montenegro, 2003, 0.0, 578922.0, 0.00, Remain, 0.00
Montenegro, 2004, 0.0, 580323.0, 0.00, Remain, 0.00
Montenegro, 2005, 106.0, 582022.0, 179.25, Increase, 179.25
Montenegro, 2006, 12.0, 583753.0, 95.23, Decrease, -84.02
Montenegro, 2007, 99.0, 586235.0, 163.26, Increase, 68.03
Montenegro, 2008, 129.0, 588720.0, 348.89, Increase, 185.63
Montenegro, 2009, 106.0, 590776.0, 261.26, Decrease, -87.63
Netherlands, 1985, 1501.0, 1.2916431E7, 254.32, N/A, N/A
Netherlands, 1986, 1586.0, 1.36809E7, 154.22, Decrease, -100.10
Netherlands, 1987, 1614.0, 1.37602E7, 157.90, Increase, 3.68
Netherlands, 1988, 1533.0, 1.3836E7, 150.59, Decrease, -7.31
Netherlands, 1989, 1550.0, 1.39114E7, 148.23, Decrease, -2.36
Netherlands, 1990, 1412.0, 1.40016E7, 127.03, Decrease, -21.20
Netherlands, 1991, 1605.0, 1.41026E7, 145.91, Increase, 18.88
Netherlands, 1992, 1594.0, 1.42059E7, 147.59, Increase, 1.68
Netherlands, 1993, 1573.0, 1.43057E7, 142.98, Decrease, -4.61
Netherlands, 1994, 1589.0, 1.43911E7, 136.13, Decrease, -6.85
Netherlands, 1995, 1529.0, 1.44578E7, 132.63, Decrease, -3.50
Netherlands, 1996, 1544.0, 1.4532E7, 126.26, Decrease, -6.37
Netherlands, 1997, 1562.0, 1.46202E7, 135.34, Increase, 9.08
Netherlands, 1998, 1529.0, 1.47144E7, 132.02, Decrease, -3.32
Netherlands, 1999, 1538.0, 1.48131E7, 128.91, Decrease, -3.11
Netherlands, 2000, 1504.0, 1.4917572E7, 119.33, Decrease, -9.58
Netherlands, 2001, 1469.0, 1.5023552E7, 116.21, Decrease, -3.12
Netherlands, 2002, 1573.0, 1.5117016E7, 121.51, Increase, 5.30
Netherlands, 2003, 1499.0, 1.5189824E7, 114.99, Decrease, -6.52
Netherlands, 2004, 1520.0, 1.5248645E7, 112.15, Decrease, -2.84
Netherlands, 2005, 1589.0, 1.5300092E7, 116.67, Increase, 4.52
Netherlands, 2006, 1515.0, 1.5347336E7, 110.81, Decrease, -5.86
Netherlands, 2007, 1375.0, 1.540289E7, 103.31, Decrease, -7.50
Netherlands, 2008, 1431.0, 1.5484637E7, 100.62, Decrease, -2.69
Netherlands, 2009, 1511.0, 1.5580434E7, 105.36, Increase, 4.74
Netherlands, 2010, 1620.0, 1.5668247E7, 113.73, Increase, 8.37
Netherlands, 2011, 1647.0, 1.5747793E7, 112.61, Decrease, -1.12
Netherlands, 2012, 1741.0, 1.581546E7, 117.17, Increase, 4.56
Netherlands, 2013, 1834.0, 1.587363E7, 122.01, Increase, 4.84
Netherlands, 2014, 1849.0, 1.5899508E7, 123.62, Increase, 1.61
Netherlands, 2015, 1847.0, 1.5993675E7, 123.31, Decrease, -0.31
Netherlands, 2016, 2070.0, 1.5532858E7, 159.19, Increase, 35.88
New Zealand, 1985, 338.0, 3025800.0, 153.64, N/A, N/A
New Zealand, 1986, 414.0, 3026100.0, 178.67, Increase, 25.03
New Zealand, 1987, 463.0, 3047100.0, 210.52, Increase, 31.85
New Zealand, 1988, 484.0, 3055200.0, 205.03, Decrease, -5.49
New Zealand, 1989, 465.0, 3063800.0, 190.62, Decrease, -14.41
New Zealand, 1990, 455.0, 3089400.0, 186.57, Decrease, -4.05
New Zealand, 1991, 474.0, 3203900.0, 175.48, Decrease, -11.09
New Zealand, 1992, 493.0, 3235600.0, 183.59, Increase, 8.11
New Zealand, 1993, 443.0, 3273200.0, 163.98, Decrease, -19.61
New Zealand, 1994, 512.0, 3319500.0, 198.63, Increase, 34.65
New Zealand, 1995, 545.0, 3373800.0, 199.42, Increase, 0.79
New Zealand, 1996, 540.0, 3432500.0, 195.13, Decrease, -4.29
New Zealand, 1997, 562.0, 3470200.0, 198.28, Increase, 3.15
New Zealand, 1998, 574.0, 3502800.0, 201.07, Increase, 2.79
New Zealand, 1999, 516.0, 3549300.0, 176.80, Decrease, -24.27
New Zealand, 2000, 458.0, 3573690.0, 157.54, Decrease, -19.26
New Zealand, 2001, 508.0, 3599090.0, 179.90, Increase, 22.36
New Zealand, 2002, 467.0, 3659190.0, 152.03, Decrease, -27.87
New Zealand, 2003, 519.0, 3729420.0, 172.35, Increase, 20.32
New Zealand, 2004, 495.0, 3802510.0, 163.41, Decrease, -8.94
New Zealand, 2005, 514.0, 3849280.0, 157.93, Decrease, -5.48
New Zealand, 2006, 527.0, 3898600.0, 156.74, Decrease, -1.19
New Zealand, 2007, 494.0, 3935450.0, 148.19, Decrease, -8.55
New Zealand, 2008, 520.0, 3968450.0, 151.78, Increase, 3.59
New Zealand, 2009, 512.0, 4009980.0, 153.00, Increase, 1.22
New Zealand, 2010, 536.0, 4055470.0, 152.62, Decrease, -0.38
New Zealand, 2011, 493.0, 4090460.0, 142.82, Decrease, -9.80
New Zealand, 2012, 549.0, 4120870.0, 158.03, Increase, 15.21
New Zealand, 2013, 513.0, 4129770.0, 144.55, Decrease, -13.48
Nicaragua, 2010, 351.0, 5107427.0, 88.74, N/A, N/A
Nicaragua, 2011, 369.0, 5177921.0, 89.55, Increase, 0.81
Nicaragua, 2012, 316.0, 5251443.0, 72.29, Decrease, -17.26
Nicaragua, 2013, 351.0, 5326935.0, 80.97, Increase, 8.68
Nicaragua, 2014, 311.0, 5402424.0, 71.40, Decrease, -9.57
Nicaragua, 2015, 315.0, 5476483.0, 69.87, Decrease, -1.53
Norway, 1986, 579.0, 3911700.0, 163.62, N/A, N/A
Norway, 1987, 649.0, 3929500.0, 191.56, Increase, 27.94
Norway, 1988, 708.0, 3946600.0, 208.50, Increase, 16.94
Norway, 1989, 660.0, 3955800.0, 197.89, Decrease, -10.61
Norway, 1990, 659.0, 3961300.0, 191.31, Decrease, -6.58
Norway, 1991, 675.0, 3972600.0, 194.82, Increase, 3.51
Norway, 1992, 616.0, 3989800.0, 181.64, Decrease, -13.18
Norway, 1993, 590.0, 4010500.0, 178.05, Decrease, -3.59
Norway, 1994, 531.0, 4033300.0, 150.53, Decrease, -27.52
Norway, 1995, 548.0, 4055900.0, 156.35, Increase, 5.82
Norway, 1996, 517.0, 4078000.0, 153.93, Decrease, -2.42
Norway, 1997, 533.0, 4102100.0, 158.61, Increase, 4.68
Norway, 1998, 548.0, 4129400.0, 153.66, Decrease, -4.95
Norway, 1999, 583.0, 4159745.0, 163.33, Increase, 9.67
Norway, 2000, 541.0, 4168315.0, 150.33, Decrease, -13.00
Norway, 2001, 549.0, 4215103.0, 154.29, Increase, 3.96
Norway, 2002, 494.0, 4243689.0, 141.00, Decrease, -13.29
Norway, 2003, 502.0, 4273124.0, 138.08, Decrease, -2.92
Norway, 2004, 529.0, 4301960.0, 141.37, Increase, 3.29
Norway, 2005, 533.0, 4335092.0, 142.09, Increase, 0.72
Norway, 2006, 532.0, 4372103.0, 142.67, Increase, 0.58
Norway, 2007, 485.0, 4417369.0, 127.77, Decrease, -14.90
Norway, 2008, 505.0, 4472089.0, 132.03, Increase, 4.26
Norway, 2009, 573.0, 4527536.0, 145.74, Increase, 13.71
Norway, 2010, 548.0, 4582885.0, 136.43, Decrease, -9.31
Norway, 2011, 598.0, 4643300.0, 146.49, Increase, 10.06
Norway, 2012, 515.0, 4706585.0, 126.00, Decrease, -20.49
Norway, 2013, 554.0, 4767605.0, 127.01, Increase, 1.01
Norway, 2014, 548.0, 4827178.0, 127.23, Increase, 0.22
Norway, 2015, 590.0, 4882909.0, 136.43, Increase, 9.20
Oman, 2009, 13.0, 2607549.0, 21.19, N/A, N/A
Oman, 2010, 13.0, 2748440.0, 3.80, Decrease, -17.39
Oman, 2014, 7.0, 3631098.0, 1.51, Decrease, -2.29
Panama, 1985, 56.0, 1899700.0, 51.06, N/A, N/A
Panama, 1986, 82.0, 1939900.0, 60.91, Increase, 9.85
Panama, 1987, 85.0, 1980800.0, 67.06, Increase, 6.15
Panama, 1988, 87.0, 2064310.0, 60.19, Decrease, -6.87
Panama, 1989, 70.0, 2112479.0, 55.29, Decrease, -4.90
Panama, 1996, 113.0, 2472851.0, 66.38, Increase, 11.09
Panama, 1997, 145.0, 2526210.0, 83.19, Increase, 16.81
